% # columns="iter, evals, sigma, 0, fitness, xbest" seed=1046063, Wed Oct  8 18:51:15 2025, <python>{}</python>
1 10 20.165958528997155 0 1.0360525 120.41003833450735 125.66025831727991 128.0156621443119 56.45017506931517 30.027080460857345 -3.777571548358716 -21.363642961879396 -24.590970706843212
2 20 20.30455456943573 0 0.91815 129.1062269902572 92.0002480925212 164.5276732101907 67.97584241641124 11.420531059876295 -32.39444459115639 -21.92130236190959 -15.655439500738536
3 30 22.46262693506731 0 0.91445 162.44570122231087 86.54189928602608 157.14512264789016 100.57633895403495 -14.565925418554304 -17.016309815523947 25.118419884335687 -22.98980963152924
4 40 25.259260837854765 0 0.9107500000000001 178.05962404033025 93.20913682223645 138.47413484819535 98.17389008636468 -36.01715267163701 -33.56030841543418 25.662074717322387 -24.621776170383825
5 50 26.874636162038946 0 0.91445 202.73505511899347 86.01052563434561 161.27080269114956 92.5444926411161 6.220877854460539 -1.5544418084807 30.588046241418287 -49.02084275491529
6 60 28.741220331500514 0 0.91445 170.35060771102619 107.81396884873863 173.8643934717894 157.41564579541892 11.23803930015098 -10.266773587756251 34.13897712845637 -41.690110364745735
7 70 31.259033106993908 0 0.91445 204.37731952235032 121.97370080807696 176.42945318052296 117.73807486379332 41.04920097472929 20.446645239694327 66.87753838040028 -56.54748869805632
8 80 36.62878703206101 0 0.91445 174.92316091244066 143.6538764366377 173.5086211259692 170.47407898600187 53.19697463069169 23.88623664392886 96.71592679442007 -15.382435979343647
9 90 40.050507855456395 0 0.91445 229.83303676363516 109.23582725638761 207.06540598002408 218.0674952729607 102.16679831906255 37.052815813538416 160.55734175884515 -117.02527372718137
10 100 42.14814929545148 0 0.91445 244.89301818410252 151.1786485544738 199.86904258215796 221.15067049864538 117.90693917189543 5.214761289848493 193.91972021612304 -30.72249675747296
11 110 45.52790616763297 0 0.91445 212.5296151457341 139.99805841303728 224.00976964923828 252.68294883809074 120.52626425228175 -22.900387863721008 189.86037652245932 -49.324339271597225
12 120 41.93217832005673 0 0.91445 212.7900741983912 108.23262419424306 227.06303706285902 187.67558960746283 98.83837595416078 -50.14667034907573 106.48335022166995 -85.89253545547707
13 130 40.00146864859938 0 0.91445 203.5263796026125 101.04334779390169 159.14551281845172 172.61591582903344 80.0277426005827 36.16037156162556 153.7058472285776 -47.78907041119162
14 140 37.749458570000385 0 0.91445 255.64414224802493 157.00013182037014 189.13816162827914 212.6657592602475 79.04789026684399 69.16684818520395 190.1768925876024 -36.18456176120394
15 150 35.18304038185992 0 0.91445 203.24566735292194 146.2114603889693 231.75803713673128 235.76139602135143 142.3570974205088 43.377804133659204 156.53901608556532 -70.41257080962356
16 160 33.82394277145962 0 0.91445 315.344863138231 121.02275973490822 214.71737673829236 263.93804957901915 150.7012395746039 112.15128435812355 216.5171559741058 -26.71796119538598
