% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=1046063, Wed Oct  8 18:51:15 2025, <python>{}</python>
1 10 20.165958528997155 0 0 19.320121645309047 21.06966785790403 19.922108783468214 19.382718961737165 20.400833977718808 20.907165251724003 20.42322025703946 20.63003850985483
2 20 20.30455456943573 0 0 19.708236481501423 20.509682459167117 21.262180941260937 19.25335549379697 19.827767802053778 20.60076324604731 20.876000338675762 20.404160605662828
3 30 22.46262693506731 0 0 23.2125193271856 22.444978904090444 23.916268026027456 21.31829395158153 21.738026250903193 22.616109188311253 22.737062375992394 22.826845217677928
4 40 25.259260837854765 0 0 28.287240368805037 24.079879591151887 26.27931293097915 23.776000261381796 25.262126828167197 25.471106077130596 25.513518916073934 25.886378124139718
5 50 26.874636162038946 0 0 32.078468310649946 24.95658277576142 28.22409528575602 24.71176448632176 26.76066335944649 26.108561978680218 26.963603558609915 27.78887881898109
6 60 28.741220331500514 0 0 34.32519787155317 26.624653495265264 30.13289910125539 27.39445137610915 30.259469471420836 27.779909219192717 29.604012513285884 28.717684779123235
7 70 31.259033106993908 0 0 37.12713491203219 28.829172087580773 33.21237133629476 30.006847205936275 33.450598199455364 30.255175838255504 33.59408483932684 29.553015932573445
8 80 36.62878703206101 0 0 43.88293692087488 34.416226295711084 39.31167332742743 37.351823672853676 38.9782031534355 35.13487197449903 44.469931979977275 34.73202364091655
9 90 40.050507855456395 0 0 48.49991576598665 36.87767672781602 43.32163609028147 42.51894121023723 42.59372923749385 37.61018399885976 49.255613914968905 39.72830562308873
10 100 42.14814929545148 0 0 50.66153322745761 38.605069289202675 45.02182494715257 46.776703192161314 44.30836917869898 39.81127078788919 54.54856167127234 38.58549242744448
11 110 45.52790616763297 0 0 54.421725319259664 43.12449304043074 47.448479775281704 54.615577983845554 48.02571694351768 42.81706967459631 62.44813652951783 38.76135169731112
12 120 41.93217832005673 0 0 48.78156806282199 36.44147720098207 43.917534438136414 48.34971145889289 43.33112833706374 39.901946612377564 58.14286725952332 35.42965620213383
13 130 40.00146864859938 0 0 46.00474023478222 34.883721005522 42.195167975960324 44.51827347876258 40.56661458541077 38.61047912044821 55.6498929695554 32.34649799047192
14 140 37.749458570000385 0 0 43.26145568685968 31.841855195253483 39.2224556187967 41.45251466579319 38.209082254196964 36.443608603006524 51.563006711591235 30.05711667735655
15 150 35.18304038185992 0 0 40.145312474722225 28.381593188486516 37.1668535763422 38.8626126125511 35.567199898871806 33.62360352502234 48.275384423339986 27.502706938360532
16 160 33.82394277145962 0 0 40.0491987730502 26.510946843968693 34.7089449534964 36.181760497442625 34.30955351729311 33.15029318056281 45.76285314805475 26.60509912974328
